103.3.68.42 - - [24/Sep/2020:00:40:21 +0200] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
164.52.24.163 - - [24/Sep/2020:00:45:03 +0200] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0"
128.14.133.58 - - [24/Sep/2020:00:45:39 +0200] "GET /solr/ HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
27.194.142.199 - - [24/Sep/2020:01:19:14 +0200] "GET /boaform/admin/formLogin?username=adminisp&psd=adminisp HTTP/1.0" 404 178 "-" "-"
5.1.55.214 - - [24/Sep/2020:01:33:31 +0200] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
83.97.20.252 - - [24/Sep/2020:01:55:38 +0200] "GET / HTTP/1.1" 200 396 "-" "Linux Gnu (cow)"
194.180.179.90 - - [24/Sep/2020:02:19:08 +0200] "HEAD /robots.txt HTTP/1.0" 404 0 "-" "-"
192.241.234.103 - - [24/Sep/2020:02:34:26 +0200] "GET / HTTP/1.1" 200 396 "-" "Mozilla/5.0 zgrab/0.x"
119.159.225.189 - - [24/Sep/2020:02:38:24 +0200] "GET /admin//config.php HTTP/1.1" 404 232 "-" "curl/7.15.5 (x86_64-redhat-linux-gnu) libcurl/7.15.5 OpenSSL/0.9.8b zlib/1.2.3 libidn/0.6.5"
193.118.53.210 - - [24/Sep/2020:03:09:07 +0200] "GET /solr/ HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
199.195.254.38 - - [24/Sep/2020:03:20:48 +0200] "GET ../../proc/ HTTP" 400 182 "-" "-"
45.14.44.2 - - [24/Sep/2020:03:21:44 +0200] "HEAD /robots.txt HTTP/1.0" 404 0 "-" "-"
195.205.161.133 - - [24/Sep/2020:03:27:46 +0200] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
192.35.168.249 - - [24/Sep/2020:04:01:08 +0200] "GET / HTTP/1.1" 200 612 "-" "-"
192.35.168.249 - - [24/Sep/2020:04:01:09 +0200] "GET / HTTP/1.1" 200 396 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
150.109.170.100 - - [24/Sep/2020:04:10:37 +0200] "GET / HTTP/1.0" 200 13 "-" "-"
150.109.170.100 - - [24/Sep/2020:04:10:39 +0200] "GET / HTTP/1.0" 200 13 "-" "-"
184.105.247.252 - - [24/Sep/2020:04:22:29 +0200] "GET / HTTP/1.1" 200 13 "-" "-"
78.186.150.182 - - [24/Sep/2020:04:26:19 +0200] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
192.241.235.5 - - [24/Sep/2020:04:31:32 +0200] "GET / HTTP/1.1" 200 396 "-" "Mozilla/5.0 zgrab/0.x"
94.102.51.119 - - [24/Sep/2020:04:45:45 +0200] "GET / HTTP/1.1" 200 396 "-" "Linux Gnu (cow)"
92.242.122.162 - - [24/Sep/2020:05:39:06 +0200] "GET /phpmyadmin/ HTTP/1.1" 404 580 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
192.241.231.213 - - [24/Sep/2020:06:02:39 +0200] "GET / HTTP/1.1" 200 13 "-" "Mozilla/5.0 zgrab/0.x"
94.102.51.119 - - [24/Sep/2020:06:09:17 +0200] "GET / HTTP/1.1" 200 396 "-" "Linux Gnu (cow)"
36.231.12.148 - - [24/Sep/2020:06:20:48 +0200] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
